,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,history_of_default,cred_hist_length,loan_status
3054,3054,28,62000,RENT,7.0,EDUCATION,B,8000,11.99,0.13,N,5,0
3055,3055,29,70000,RENT,3.0,PERSONAL,B,25000,11.86,0.36,N,8,1
3056,3056,40,55000,RENT,2.0,EDUCATION,B,7500,10.65,0.14,N,14,0
3057,3057,40,96000,MORTGAGE,18.0,HOMEIMPROVEMENT,C,18000,15.27,0.19,N,12,0
3058,3058,33,40000,RENT,2.0,PERSONAL,C,7500,11.34,0.19,N,10,0
3059,3059,26,49641,MORTGAGE,8.0,EDUCATION,C,5000,15.96,0.1,Y,2,0
3060,3060,23,50000,RENT,4.0,PERSONAL,D,5000,15.62,0.1,Y,2,0
3061,3061,23,75000,MORTGAGE,7.0,PERSONAL,C,6500,13.98,0.09,Y,3,0
3062,3062,25,60000,RENT,2.0,EDUCATION,C,8000,13.49,0.13,Y,4,0
3063,3063,27,108000,MORTGAGE,11.0,PERSONAL,D,25000,14.96,0.23,Y,8,1
3064,3064,24,165000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.25,0.06,N,4,0
3065,3065,23,53544,RENT,7.0,PERSONAL,C,1500,13.11,0.03,N,2,0
3066,3066,23,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,6.03,0.17,N,2,0
3067,3067,21,38004,RENT,5.0,EDUCATION,B,3000,10.75,0.08,N,2,1
3068,3068,24,64000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8000,11.14,0.13,N,2,1
3069,3069,31,53000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4500,7.88,0.08,N,8,0
3070,3070,33,81000,MORTGAGE,8.0,MEDICAL,A,14000,8.9,0.17,N,7,0
3071,3071,25,77004,MORTGAGE,5.0,VENTURE,C,13000,13.16,0.17,Y,3,0
3072,3072,24,72000,RENT,12.0,HOMEIMPROVEMENT,B,14000,12.69,0.19,N,2,0
3073,3073,25,100000,RENT,1.0,MEDICAL,A,23000,7.49,0.23,N,3,0
3074,3074,25,85000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,7.66,0.12,N,2,0
3075,3075,24,37157,RENT,4.0,MEDICAL,B,9500,10.99,0.26,N,4,0
3076,3076,25,100000,MORTGAGE,3.0,VENTURE,C,7500,13.47,0.07,Y,2,0
3077,3077,22,35000,RENT,2.0,VENTURE,B,2800,10.59,0.08,N,2,0
3078,3078,24,29000,RENT,0.0,MEDICAL,B,1000,11.99,0.03,N,2,0
3079,3079,22,45600,RENT,1.0,VENTURE,A,5000,6.91,0.11,N,4,0
3080,3080,25,28000,RENT,0.0,DEBTCONSOLIDATION,A,6250,7.29,0.21,N,2,0
3081,3081,23,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,6.39,0.11,N,2,0
3082,3082,28,90000,RENT,6.0,VENTURE,D,12000,15.65,0.13,Y,10,0
3083,3083,55,70000,RENT,2.0,PERSONAL,C,20000,12.53,0.29,Y,21,0
3084,3084,35,60000,RENT,7.0,HOMEIMPROVEMENT,B,20000,9.99,0.33,N,9,1
3085,3085,22,30000,RENT,3.0,EDUCATION,B,5000,12.69,0.17,N,3,1
3086,3086,21,37000,MORTGAGE,5.0,VENTURE,B,7000,10.99,0.19,N,4,0
3087,3087,28,40000,RENT,3.0,DEBTCONSOLIDATION,B,8000,12.42,0.2,N,8,0
3088,3088,31,26010,MORTGAGE,2.0,MEDICAL,B,6000,10.99,0.23,N,7,0
3089,3089,26,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,9250,10.99,0.32,N,2,1
3090,3090,26,80000,MORTGAGE,10.0,EDUCATION,A,4000,7.88,0.05,N,4,0
3091,3091,22,36100,RENT,4.0,EDUCATION,A,14000,7.29,0.39,N,2,1
3092,3092,24,80000,MORTGAGE,8.0,PERSONAL,B,13000,11.26,0.16,N,2,0
3093,3093,22,70000,MORTGAGE,6.0,EDUCATION,A,5000,8.49,0.07,N,4,0
3094,3094,34,180000,MORTGAGE,2.0,VENTURE,B,12900,11.11,0.07,N,9,0
3095,3095,24,50000,MORTGAGE,2.0,PERSONAL,A,6000,5.79,0.12,N,2,0
3096,3096,37,74000,RENT,14.0,PERSONAL,E,10000,20.3,0.14,Y,13,1
3097,3097,22,54000,RENT,6.0,DEBTCONSOLIDATION,A,4500,6.62,0.08,N,2,1
3098,3098,22,48000,MORTGAGE,4.0,EDUCATION,C,10000,13.48,0.21,N,2,0
3099,3099,23,70000,RENT,0.0,MEDICAL,B,3000,11.11,0.04,N,2,0
3100,3100,33,24000,OWN,0.0,HOMEIMPROVEMENT,B,4800,10.74,0.2,N,8,0
3101,3101,23,25800,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.49,0.23,N,2,0
3102,3102,22,61200,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,6.99,0.08,N,4,0
3103,3103,23,52700,MORTGAGE,3.0,MEDICAL,D,15000,15.21,0.29,N,2,1
3104,3104,39,50000,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.74,0.1,N,16,0
3105,3105,23,85000,MORTGAGE,7.0,PERSONAL,C,5000,13.35,0.06,Y,4,0
3106,3106,38,45000,RENT,5.0,EDUCATION,C,10000,13.48,0.22,Y,14,0
3107,3107,25,42000,MORTGAGE,0.0,MEDICAL,D,11800,12.17,0.26,N,4,1
3108,3108,22,75000,RENT,3.0,EDUCATION,C,15000,13.49,0.2,Y,4,0
3109,3109,34,62000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.71,0.24,N,6,0
3110,3110,23,48000,RENT,2.0,VENTURE,B,16000,12.69,0.33,N,2,1
3111,3111,23,20000,RENT,0.0,EDUCATION,C,2500,13.22,0.13,Y,4,0
3112,3112,41,39000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.84,0.13,N,14,1
3113,3113,24,55000,MORTGAGE,4.0,EDUCATION,C,8000,13.99,0.15,N,2,0
3114,3114,44,38000,MORTGAGE,3.0,VENTURE,C,5000,12.23,0.13,N,11,0
3115,3115,22,42000,RENT,6.0,PERSONAL,B,16750,10.62,0.4,N,4,1
3116,3116,24,57700,RENT,3.0,HOMEIMPROVEMENT,A,13000,6.91,0.23,N,2,0
3117,3117,33,120000,MORTGAGE,3.0,EDUCATION,A,7200,7.29,0.06,N,5,0
3118,3118,28,60000,MORTGAGE,12.0,MEDICAL,A,13000,7.49,0.22,N,5,0
3119,3119,24,70000,OWN,4.0,VENTURE,B,2000,10.74,0.03,N,4,0
3120,3120,25,41000,RENT,5.0,MEDICAL,A,7300,8.9,0.18,N,2,0
3121,3121,23,65000,RENT,7.0,MEDICAL,C,10000,13.47,0.15,Y,2,0
3122,3122,21,63000,RENT,0.0,EDUCATION,C,5000,13.23,0.08,Y,4,0
3123,3123,28,44000,MORTGAGE,6.0,EDUCATION,E,15000,16.35,0.34,N,8,0
3124,3124,22,60000,MORTGAGE,6.0,VENTURE,B,6500,10.65,0.11,N,2,0
3125,3125,29,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8000,5.79,0.13,N,6,0
3126,3126,26,50000,RENT,10.0,DEBTCONSOLIDATION,B,10000,12.69,0.2,N,4,0
3127,3127,23,51000,RENT,1.0,MEDICAL,A,9000,9.63,0.18,N,2,0
3128,3128,30,43738,MORTGAGE,2.0,MEDICAL,C,7000,12.68,0.16,N,7,0
3129,3129,21,37000,RENT,6.0,PERSONAL,B,9000,11.71,0.24,N,2,0
3130,3130,32,50000,RENT,3.0,VENTURE,A,3000,7.88,0.06,N,6,0
3131,3131,39,28800,RENT,6.0,PERSONAL,B,4500,10.59,0.16,N,14,0
3132,3132,23,74000,RENT,0.0,PERSONAL,C,8000,13.11,0.11,Y,3,0
3133,3133,33,121000,MORTGAGE,17.0,PERSONAL,A,4000,7.51,0.03,N,8,0
3134,3134,24,48000,RENT,0.0,MEDICAL,B,5000,10.25,0.1,N,3,0
3135,3135,33,36000,MORTGAGE,6.0,MEDICAL,E,6000,15.68,0.17,Y,9,0
3136,3136,29,84000,MORTGAGE,13.0,VENTURE,A,20000,6.54,0.24,N,9,0
3137,3137,23,78000,MORTGAGE,3.0,EDUCATION,B,14000,10.99,0.18,N,4,0
3138,3138,37,48500,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.49,0.1,N,12,0
3139,3139,22,43200,RENT,0.0,EDUCATION,C,3000,13.48,0.07,Y,2,0
3140,3140,26,60000,RENT,0.0,HOMEIMPROVEMENT,C,4200,14.26,0.07,Y,3,0
3141,3141,39,37404,RENT,1.0,HOMEIMPROVEMENT,A,6000,5.42,0.16,N,14,1
3142,3142,28,70000,RENT,2.0,MEDICAL,C,5000,13.49,0.07,Y,9,0
3143,3143,21,40000,OWN,0.0,VENTURE,A,2500,7.14,0.06,N,3,0
3144,3144,26,24000,RENT,0.0,EDUCATION,A,2000,7.37,0.08,N,4,0
3145,3145,25,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,7000,11.49,0.09,N,4,0
3146,3146,35,38000,MORTGAGE,14.0,PERSONAL,A,5000,8.94,0.13,N,9,0
3147,3147,32,48000,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,0.1,Y,7,0
3148,3148,23,55000,MORTGAGE,2.0,VENTURE,B,10000,10.36,0.18,N,3,0
3149,3149,58,57600,MORTGAGE,4.0,PERSONAL,A,8500,7.14,0.15,N,18,0
3150,3150,48,60000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,2500,7.29,0.04,N,11,0
3151,3151,40,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,8.94,0.2,N,17,0
3152,3152,29,50000,RENT,7.0,DEBTCONSOLIDATION,A,4000,7.29,0.08,N,5,0
3153,3153,25,100000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3000,7.9,0.03,N,3,0
3154,3154,24,50000,MORTGAGE,8.0,VENTURE,B,8000,11.12,0.16,N,4,0
3155,3155,22,73000,RENT,6.0,DEBTCONSOLIDATION,D,7000,16.29,0.1,Y,2,1
3156,3156,22,33276,RENT,4.0,EDUCATION,A,6000,7.74,0.19,N,3,0
3157,3157,28,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5100,13.72,0.09,N,5,0
3158,3158,23,58000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,4000,10.74,0.07,N,4,0
3159,3159,36,35004,RENT,4.0,MEDICAL,C,11400,12.98,0.3,Y,13,0
3160,3160,23,110000,MORTGAGE,7.0,EDUCATION,C,18000,14.65,0.16,Y,2,0
3161,3161,29,40000,MORTGAGE,14.0,VENTURE,A,1500,9.63,0.04,N,8,0
3162,3162,24,40000,RENT,3.0,EDUCATION,B,1000,10.59,0.03,N,2,0
3163,3163,23,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,6.03,0.07,N,4,0
3164,3164,28,70000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10500,6.62,0.15,N,5,0
3165,3165,22,31200,RENT,0.0,PERSONAL,C,7500,13.47,0.24,Y,3,0
3166,3166,26,70000,RENT,0.0,PERSONAL,A,6725,6.62,0.1,N,4,0
3167,3167,23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,6.76,0.09,N,4,0
3168,3168,24,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5000,10.99,0.07,N,4,0
3169,3169,39,29004,RENT,5.0,MEDICAL,E,10000,16.4,0.34,N,16,1
3170,3170,26,40000,MORTGAGE,7.0,VENTURE,A,11200,7.88,0.28,N,3,0
3171,3171,27,80000,RENT,0.0,PERSONAL,B,4000,11.83,0.05,N,5,0
3172,3172,30,80000,OWN,3.0,EDUCATION,C,8000,13.92,0.1,N,6,0
3173,3173,26,70000,MORTGAGE,9.0,EDUCATION,A,5000,7.51,0.07,N,2,0
3174,3174,28,55000,RENT,4.0,MEDICAL,A,6400,9.32,0.12,N,6,0
3175,3175,26,105000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,7.51,0.1,N,2,0
3176,3176,25,75000,MORTGAGE,9.0,PERSONAL,A,4000,7.49,0.05,N,3,0
3177,3177,26,63189,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,5.42,0.06,N,2,0
3178,3178,32,60000,MORTGAGE,4.0,PERSONAL,C,4000,13.99,0.07,Y,10,0
3179,3179,36,47300,MORTGAGE,20.0,EDUCATION,E,4000,17.19,0.09,Y,14,0
3180,3180,26,62000,MORTGAGE,0.0,MEDICAL,C,10000,12.22,0.16,Y,2,0
3181,3181,33,132444,RENT,4.0,EDUCATION,C,2000,12.84,0.02,Y,8,0
3182,3182,22,57000,MORTGAGE,6.0,EDUCATION,B,2500,12.69,0.04,N,3,0
3183,3183,31,200000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,16000,14.72,0.09,Y,10,0
3184,3184,36,27350,MORTGAGE,6.0,PERSONAL,A,2000,6.17,0.07,N,11,0
3185,3185,24,54996,RENT,8.0,PERSONAL,A,10000,9.32,0.18,N,2,0
3186,3186,24,91000,RENT,0.0,DEBTCONSOLIDATION,B,2400,11.49,0.03,N,2,0
3187,3187,38,48996,RENT,6.0,MEDICAL,C,5000,13.79,0.1,N,15,0
3188,3188,30,33000,RENT,14.0,MEDICAL,C,7500,14.72,0.23,N,9,0
3189,3189,21,42000,RENT,5.0,EDUCATION,A,10000,7.51,0.24,N,4,0
3190,3190,27,38000,RENT,3.0,EDUCATION,A,6500,5.42,0.17,N,5,0
3191,3191,29,55000,MORTGAGE,3.0,MEDICAL,A,6500,5.79,0.12,N,10,0
3192,3192,22,86000,OWN,1.0,EDUCATION,B,19750,9.62,0.21,N,3,0
3193,3193,36,38760,RENT,0.0,EDUCATION,A,8000,7.4,0.21,N,17,1
3194,3194,23,36000,RENT,4.0,EDUCATION,B,7000,11.83,0.19,N,3,0
3195,3195,26,30000,RENT,6.0,EDUCATION,B,6500,10.99,0.22,N,3,0
3196,3196,40,210000,RENT,1.0,MEDICAL,B,24000,10.65,0.11,N,15,0
3197,3197,26,57000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,7.49,0.13,N,4,0
3198,3198,28,67000,RENT,4.0,EDUCATION,B,25000,10.99,0.37,N,9,1
3199,3199,22,63000,RENT,3.0,MEDICAL,A,6400,8.94,0.1,N,4,0
3200,3200,24,40000,MORTGAGE,1.0,MEDICAL,B,15000,11.14,0.38,N,3,0
3201,3201,26,29000,RENT,2.0,MEDICAL,B,10000,12.69,0.34,N,2,1
3202,3202,35,85000,RENT,4.0,EDUCATION,C,25000,13.11,0.29,Y,6,0
3203,3203,22,48000,MORTGAGE,6.0,EDUCATION,A,5000,5.79,0.1,N,4,0
3204,3204,22,30000,RENT,0.0,MEDICAL,B,5000,11.49,0.17,N,4,0
3205,3205,24,66348,MORTGAGE,8.0,EDUCATION,C,7000,12.98,0.1,N,4,1
3206,3206,23,60000,MORTGAGE,7.0,VENTURE,B,8000,12.18,0.13,N,3,0
3207,3207,37,67145,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.92,0.15,N,13,0
3208,3208,26,45996,RENT,2.0,DEBTCONSOLIDATION,B,17600,12.53,0.4,N,4,1
3209,3209,34,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.99,0.13,N,8,0
3210,3210,23,62000,RENT,5.0,VENTURE,A,3000,7.14,0.05,N,3,0
3211,3211,28,40800,MORTGAGE,5.0,PERSONAL,A,9500,6.76,0.23,N,9,0
3212,3212,28,75000,RENT,12.0,MEDICAL,B,17000,11.26,0.24,N,9,0
3213,3213,42,51319,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,10.62,0.39,N,16,0
3214,3214,23,36000,RENT,0.0,MEDICAL,A,5000,6.99,0.14,N,4,0
3215,3215,25,59000,RENT,5.0,HOMEIMPROVEMENT,C,20000,14.17,0.34,Y,3,1
3216,3216,37,54996,RENT,6.0,PERSONAL,B,5000,10.75,0.09,N,16,0
3217,3217,27,55800,MORTGAGE,12.0,PERSONAL,A,6000,7.14,0.11,N,9,0
3218,3218,29,30000,RENT,5.0,VENTURE,B,10000,10.65,0.33,N,9,1
3219,3219,22,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3500,5.42,0.05,N,2,0
3220,3220,31,60000,RENT,5.0,HOMEIMPROVEMENT,B,2000,10.36,0.03,N,5,0
3221,3221,22,20000,RENT,6.0,EDUCATION,A,6000,7.49,0.3,N,4,0
3222,3222,33,39000,OWN,5.0,EDUCATION,B,1000,11.11,0.03,N,9,0
3223,3223,23,45000,RENT,0.0,VENTURE,B,12000,11.36,0.27,N,2,0
3224,3224,25,70000,RENT,9.0,VENTURE,A,12000,7.9,0.17,N,2,0
3225,3225,26,70000,MORTGAGE,7.0,MEDICAL,A,2100,6.39,0.03,N,2,0
3226,3226,34,60000,MORTGAGE,12.0,PERSONAL,C,4500,13.55,0.07,N,6,0
3227,3227,26,150000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,25000,11.12,0.17,N,2,0
3228,3228,32,78000,RENT,2.0,DEBTCONSOLIDATION,E,15000,15.95,0.19,Y,7,1
3229,3229,25,78000,RENT,2.0,VENTURE,D,4000,17.49,0.05,Y,2,1
3230,3230,28,75000,RENT,12.0,HOMEIMPROVEMENT,A,14000,7.49,0.19,N,9,0
3231,3231,49,140000,RENT,4.0,EDUCATION,A,25000,8.49,0.18,N,17,0
3232,3232,24,72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,8.94,0.07,N,3,0
3233,3233,25,32000,RENT,2.0,DEBTCONSOLIDATION,D,4500,15.05,0.14,N,4,1
3234,3234,31,60000,RENT,0.0,MEDICAL,B,12000,10.99,0.2,N,8,0
3235,3235,24,45000,RENT,4.0,HOMEIMPROVEMENT,D,5000,15.21,0.11,N,3,1
3236,3236,28,40000,MORTGAGE,12.0,EDUCATION,A,7500,8.0,0.19,N,7,0
3237,3237,23,48000,MORTGAGE,0.0,PERSONAL,B,10000,10.95,0.21,N,2,0
3238,3238,27,96000,MORTGAGE,11.0,EDUCATION,A,15000,7.88,0.16,N,9,0
3239,3239,24,56628,MORTGAGE,2.0,MEDICAL,A,12000,8.94,0.21,N,2,0
3240,3240,30,90000,RENT,1.0,MEDICAL,B,6000,10.38,0.07,N,7,0
3241,3241,22,34000,RENT,6.0,PERSONAL,B,10000,10.99,0.29,N,2,1
3242,3242,27,65000,MORTGAGE,7.0,PERSONAL,B,9000,12.69,0.14,N,6,0
3243,3243,26,40000,RENT,0.0,PERSONAL,B,18000,10.65,0.45,N,4,1
3244,3244,23,78000,RENT,7.0,PERSONAL,B,25000,11.71,0.32,N,4,1
3245,3245,28,43000,MORTGAGE,12.0,MEDICAL,C,10000,13.49,0.23,N,8,0
3246,3246,26,92500,RENT,4.0,PERSONAL,A,19000,6.03,0.2,N,4,0
3247,3247,34,60000,RENT,17.0,VENTURE,A,5000,7.9,0.08,N,9,0
3248,3248,28,34800,RENT,0.0,MEDICAL,E,10000,19.03,0.28,Y,9,1
3249,3249,46,69500,MORTGAGE,13.0,VENTURE,A,19400,8.49,0.28,N,14,0
3250,3250,27,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10000,16.0,0.11,Y,8,0
3251,3251,36,65000,MORTGAGE,9.0,PERSONAL,B,15000,10.65,0.23,N,17,0
3252,3252,25,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14400,5.99,0.16,N,3,0
3253,3253,25,130000,MORTGAGE,9.0,EDUCATION,A,10000,7.74,0.08,N,4,0
3254,3254,21,24000,RENT,0.0,DEBTCONSOLIDATION,A,2100,7.88,0.09,N,3,0
3255,3255,22,40000,OWN,6.0,VENTURE,D,4500,16.77,0.11,Y,2,0
3256,3256,23,50000,RENT,4.0,VENTURE,A,7500,8.49,0.15,N,3,0
3257,3257,24,85000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10500,11.49,0.12,N,4,0
3258,3258,29,63996,MORTGAGE,11.0,EDUCATION,A,8000,8.0,0.12,N,8,0
3259,3259,31,105000,MORTGAGE,11.0,EDUCATION,A,12000,7.88,0.11,N,8,0
3260,3260,22,37200,RENT,5.0,DEBTCONSOLIDATION,A,7000,9.32,0.19,N,2,0
3261,3261,27,75000,OWN,11.0,PERSONAL,A,12000,5.42,0.16,N,6,0
3262,3262,24,50000,MORTGAGE,8.0,PERSONAL,B,10000,9.63,0.2,N,4,0
3263,3263,40,32400,MORTGAGE,12.0,VENTURE,A,7125,7.51,0.23,N,11,0
3264,3264,26,52000,RENT,9.0,HOMEIMPROVEMENT,A,20000,7.49,0.38,N,3,1
3265,3265,29,55000,MORTGAGE,1.0,PERSONAL,B,9500,11.71,0.17,N,7,0
3266,3266,30,170000,MORTGAGE,6.0,MEDICAL,B,20000,11.11,0.12,N,8,0
3267,3267,23,42504,RENT,1.0,VENTURE,E,18250,16.4,0.43,N,2,1
3268,3268,32,42000,RENT,7.0,MEDICAL,C,7600,12.84,0.18,N,6,0
3269,3269,22,79650,RENT,6.0,HOMEIMPROVEMENT,D,17000,14.09,0.22,N,3,1
3270,3270,45,112000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,15000,10.25,0.13,N,17,0
3271,3271,28,52800,RENT,8.0,VENTURE,A,2000,7.29,0.04,N,7,0
3272,3272,29,70000,RENT,3.0,MEDICAL,C,4200,11.97,0.06,N,10,0
3273,3273,23,67000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.25,0.15,N,4,0
3274,3274,24,30000,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.48,0.2,Y,4,0
3275,3275,29,60000,RENT,5.0,HOMEIMPROVEMENT,B,13225,12.42,0.22,N,10,0
3276,3276,22,48000,MORTGAGE,0.0,MEDICAL,A,13000,8.9,0.27,N,4,0
3277,3277,25,60000,RENT,1.0,PERSONAL,C,12000,13.22,0.2,N,4,0
3278,3278,23,29000,RENT,5.0,PERSONAL,C,1200,13.57,0.04,N,3,1
3279,3279,38,84996,OWN,4.0,MEDICAL,B,12000,10.95,0.14,N,16,0
3280,3280,24,65000,RENT,7.0,VENTURE,D,10000,15.99,0.15,N,3,0
3281,3281,25,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,7500,12.53,0.14,Y,4,1
3282,3282,22,35000,RENT,4.0,MEDICAL,C,5000,13.23,0.14,N,3,0
3283,3283,30,65450,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,7.66,0.18,N,8,0
3284,3284,30,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,10.99,0.16,N,9,0
3285,3285,24,50000,MORTGAGE,2.0,EDUCATION,A,4000,7.66,0.08,N,2,0
3286,3286,42,36000,RENT,22.0,MEDICAL,D,5400,17.49,0.15,Y,17,1
3287,3287,29,80000,MORTGAGE,3.0,VENTURE,B,12000,12.42,0.15,N,10,0
3288,3288,26,39000,RENT,0.0,VENTURE,B,5000,11.49,0.13,N,2,0
3289,3289,27,39996,RENT,2.0,EDUCATION,D,4000,14.11,0.1,N,8,1
3290,3290,21,50000,MORTGAGE,5.0,PERSONAL,C,5000,13.22,0.1,N,2,0
3291,3291,27,24000,RENT,3.0,MEDICAL,C,1450,14.27,0.06,N,8,0
3292,3292,25,95142,MORTGAGE,9.0,EDUCATION,A,5000,5.42,0.05,N,2,0
3293,3293,26,24000,OWN,2.0,VENTURE,A,8400,8.0,0.35,N,2,0
3294,3294,25,38400,RENT,3.0,MEDICAL,B,10000,10.38,0.26,N,3,0
3295,3295,35,30000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.42,0.33,N,5,1
3296,3296,22,50000,RENT,0.0,VENTURE,C,14475,12.68,0.29,Y,2,0
3297,3297,37,26004,RENT,1.0,VENTURE,B,5000,9.99,0.19,N,15,0
3298,3298,36,50000,MORTGAGE,8.0,VENTURE,A,8475,6.03,0.17,N,17,0
3299,3299,22,33000,RENT,6.0,HOMEIMPROVEMENT,C,6000,12.68,0.18,N,2,1
3300,3300,26,75000,RENT,10.0,EDUCATION,A,10000,7.9,0.13,N,4,0
3301,3301,34,45000,MORTGAGE,5.0,VENTURE,B,3600,11.49,0.08,N,6,0
3302,3302,25,38400,RENT,2.0,MEDICAL,B,10000,10.99,0.26,N,3,0
3303,3303,24,65450,RENT,8.0,MEDICAL,A,9600,8.49,0.15,N,2,0
3304,3304,23,42000,MORTGAGE,8.0,VENTURE,C,5000,12.87,0.12,N,3,0
3305,3305,26,33000,RENT,2.0,EDUCATION,B,5000,11.86,0.15,N,3,0
3306,3306,24,33000,RENT,5.0,VENTURE,B,5000,10.37,0.15,N,4,0
3307,3307,23,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,6.62,0.15,N,4,0
3308,3308,25,90000,MORTGAGE,3.0,PERSONAL,A,6000,8.94,0.07,N,2,0
3309,3309,34,125000,RENT,0.0,HOMEIMPROVEMENT,C,7500,13.8,0.06,N,10,0
3310,3310,33,90000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,3000,10.0,0.03,N,5,0
3311,3311,23,85000,MORTGAGE,4.0,EDUCATION,B,15000,10.0,0.18,N,3,0
3312,3312,36,60000,MORTGAGE,7.0,EDUCATION,C,25000,13.85,0.37,N,11,0
3313,3313,25,26000,RENT,2.0,EDUCATION,B,10000,9.64,0.38,N,4,1
3314,3314,28,102000,MORTGAGE,3.0,MEDICAL,A,6000,6.92,0.06,N,9,0
3315,3315,22,66000,RENT,2.0,EDUCATION,B,16000,10.62,0.25,N,2,1
3316,3316,24,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,11.14,0.27,N,2,0
3317,3317,26,45000,RENT,4.0,MEDICAL,B,10400,9.91,0.23,N,2,0
3318,3318,27,53500,RENT,2.0,HOMEIMPROVEMENT,C,4000,13.61,0.07,Y,10,0
3319,3319,27,49000,RENT,11.0,EDUCATION,A,4800,7.51,0.1,N,5,0
3320,3320,22,40000,RENT,2.0,EDUCATION,B,5000,10.37,0.13,N,4,0
3321,3321,23,60000,RENT,3.0,MEDICAL,B,5000,9.25,0.08,N,3,0
3322,3322,23,49268,MORTGAGE,7.0,MEDICAL,A,12000,6.91,0.24,N,3,0
3323,3323,28,48000,MORTGAGE,9.0,PERSONAL,A,15000,6.99,0.31,N,8,0
3324,3324,22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.14,0.05,N,3,0
3325,3325,23,73500,RENT,7.0,MEDICAL,C,9000,12.98,0.11,Y,3,1
3326,3326,22,91000,MORTGAGE,6.0,MEDICAL,B,18000,12.69,0.19,N,2,0
3327,3327,23,125000,MORTGAGE,7.0,EDUCATION,B,20000,11.11,0.16,N,4,0
3328,3328,22,38000,RENT,4.0,MEDICAL,A,8600,5.79,0.22,N,2,0
3329,3329,26,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.49,0.11,N,4,0
3330,3330,23,97000,RENT,0.0,DEBTCONSOLIDATION,A,1350,8.94,0.01,N,2,0
3331,3331,21,34000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,12.69,0.18,N,2,1
3332,3332,25,49000,RENT,9.0,PERSONAL,E,21000,14.5,0.4,N,2,1
3333,3333,34,67392,MORTGAGE,0.0,PERSONAL,C,10000,13.85,0.15,Y,6,1
3334,3334,26,126000,MORTGAGE,2.0,VENTURE,B,6000,12.69,0.05,N,3,0
3335,3335,24,90000,MORTGAGE,0.0,MEDICAL,C,9000,13.85,0.1,N,4,0
3336,3336,39,70000,MORTGAGE,4.0,EDUCATION,D,4000,16.49,0.06,N,12,0
3337,3337,30,110000,MORTGAGE,0.0,EDUCATION,B,20000,11.14,0.18,N,6,0
3338,3338,36,95000,MORTGAGE,0.0,PERSONAL,C,12000,15.23,0.13,Y,15,0
